Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene stable ID	Gene name	Gene type
1	59521583	59526114	1	ENSMUSG00000041075	Fzd7	protein_coding
19	9959115	9959934	-1	ENSMUSG00000120067		lncRNA
19	37665830	37686160	-1	ENSMUSG00000120139		lncRNA
1	132345293	132394696	1	ENSMUSG00000042046	Dstyk	protein_coding
13	21953295	21954646	1	ENSMUSG00000085331	Gm11274	lncRNA
19	59413536	59447067	-1	ENSMUSG00000087095	Emx2os	lncRNA
13	21964053	21964795	-1	ENSMUSG00000058773	H1f5	protein_coding
13	21967130	21967540	-1	ENSMUSG00000101972	H3c11	protein_coding
13	21970996	21971388	-1	ENSMUSG00000069309	H2ac22	protein_coding
19	20302220	20422247	1	ENSMUSG00000094732	1500015L24Rik	lncRNA
13	21971045	21971185	1	ENSMUSG00002075444	Gm55631	miRNA
13	21971631	21973383	1	ENSMUSG00000069308	H2bc22	protein_coding
7	112211767	112279288	-1	ENSMUSG00000085945	2310014F06Rik	lncRNA
13	19362194	19362662	1	ENSMUSG00000076744	Trgv7	TR_V_gene
13	19369144	19369676	1	ENSMUSG00000076745	Trgv4	TR_V_gene
7	112217303	112217432	-1	ENSMUSG00000093002	Gm24154	snoRNA
7	19645750	19646322	1	ENSMUSG00000089886	Gm16184	processed_pseudogene
7	19654654	19661532	1	ENSMUSG00000090075	Gm16251	lncRNA
7	112251989	112252604	1	ENSMUSG00000109611	Gm45473	processed_pseudogene
13	19374526	19375099	1	ENSMUSG00000076746	Trgv6	TR_V_gene
7	4366964	4400743	-1	ENSMUSG00000078810	Gp6	protein_coding
13	19376448	19376895	1	ENSMUSG00000076747	Trgv5	TR_V_gene
13	19394513	19394572	1	ENSMUSG00000104962	Trgj1	TR_J_gene
4	137265597	137265681	1	ENSMUSG00000099134	Mir7018	miRNA
15	75755986	75760619	-1	ENSMUSG00000098678	Mroh6	protein_coding
4	95445744	95815176	1	ENSMUSG00000028573	Fggy	protein_coding
13	19398273	19401194	1	ENSMUSG00000076749	Trgc1	TR_C_gene
19	57485822	57501216	1	ENSMUSG00000117655	6720468P15Rik	lncRNA
13	19427015	19427471	1	ENSMUSG00000076750	Trgv3	TR_V_gene
13	19441287	19441346	1	ENSMUSG00000104630	Trgj3	TR_J_gene
13	19445054	19447698	1	ENSMUSG00000091682	Trgc3	TR_C_gene
15	75762805	75766330	-1	ENSMUSG00000022574	Naprt	protein_coding
13	19488819	19491721	-1	ENSMUSG00000076752	Trgc2	TR_C_gene
3	104257951	104273929	-1	ENSMUSG00000022187	Gm5546	lncRNA
3	142300608	142324940	1	ENSMUSG00000040264	Gbp2b	protein_coding
13	19495415	19495474	-1	ENSMUSG00000105830	Trgj2	TR_J_gene
13	19520743	19521337	-1	ENSMUSG00000076754	Trgv2	TR_V_gene
7	4391451	4391560	-1	ENSMUSG00002075133	Gm55946	miRNA
7	4396010	4396119	-1	ENSMUSG00002076192	Gm55948	miRNA
7	4415437	4415899	1	ENSMUSG00000108761	Atp6v0c-ps1	processed_pseudogene
19	27290299	27299593	1	ENSMUSG00000120513		lncRNA
7	19671230	19684681	-1	ENSMUSG00000040498	Igsf23	protein_coding
9	102729034	102729672	1	ENSMUSG00000110877	Gm47427	TEC
19	61140004	61140729	1	ENSMUSG00000120514		lncRNA
19	37235740	37241516	-1	ENSMUSG00000120174	4931408D14Rik	lncRNA
13	19524159	19524624	1	ENSMUSG00000076755	Trgv1	TR_V_gene
9	45310967	45321576	1	ENSMUSG00000059412	Fxyd2	protein_coding
19	40881015	40883102	-1	ENSMUSG00000120438		lncRNA
19	56732894	56746369	1	ENSMUSG00000120396		lncRNA
19	53649425	53665234	1	ENSMUSG00000120152		lncRNA
19	14575851	14577261	1	ENSMUSG00000120068		lncRNA
19	6405123	6413789	-1	ENSMUSG00000079467	Gm14966	lncRNA
13	19526322	19526382	1	ENSMUSG00000098799	Trgj4	TR_J_gene
13	19528728	19536926	1	ENSMUSG00000076757	Trgc4	TR_C_gene
19	25648496	25649617	-1	ENSMUSG00000101089	2610016A17Rik	lncRNA
19	23117913	23118336	-1	ENSMUSG00000120551		lncRNA
19	5862385	5863291	1	ENSMUSG00000120562		lncRNA
19	53517033	53518086	-1	ENSMUSG00000118210	Gm50394	lncRNA
19	56657550	56670279	1	ENSMUSG00000117859	Gm32492	lncRNA
3	142326363	142343769	1	ENSMUSG00000028270	Gbp2	protein_coding
13	19541846	19579965	-1	ENSMUSG00000003062	Stard3nl	protein_coding
19	38337108	38381459	1	ENSMUSG00000120254		lncRNA
7	79744594	79765140	-1	ENSMUSG00000030541	Idh2	protein_coding
19	29077093	29078569	-1	ENSMUSG00000120326		lncRNA
19	23038791	23046114	1	ENSMUSG00000118155	Gm50136	lncRNA
1	59527639	59531764	-1	ENSMUSG00000097819	Gm26813	lncRNA
1	191139863	191140444	1	ENSMUSG00000103433	Gm2272	processed_pseudogene
1	132394171	132404802	-1	ENSMUSG00000097760	6030442K20Rik	lncRNA
6	65502297	65611024	1	ENSMUSG00000044162	Tnip3	protein_coding
X	101699265	101700669	1	ENSMUSG00000080899	Gm9109	processed_pseudogene
19	30007085	30007758	-1	ENSMUSG00000120593		lncRNA
1	191168537	191197245	-1	ENSMUSG00000103114	Gm32200	lncRNA
19	45288894	45326874	-1	ENSMUSG00000100417	Gm28578	lncRNA
X	101701347	101701940	-1	ENSMUSG00000083414	Gm14840	processed_pseudogene
X	101729898	101730578	-1	ENSMUSG00000081443	Gm3880	protein_coding
1	191209444	191209908	1	ENSMUSG00000104341	Gm37688	processed_pseudogene
1	191223023	191226018	-1	ENSMUSG00000103517	Gm37432	lncRNA
X	101750496	101751241	-1	ENSMUSG00000079479	Gm9112	protein_coding
1	191267997	191269004	-1	ENSMUSG00000102246	9430037O13Rik	TEC
1	59555423	59675576	1	ENSMUSG00000047361	Gm973	protein_coding
15	75766054	75781405	-1	ENSMUSG00000055762	Eef1d	protein_coding
14	55796554	55797865	-1	ENSMUSG00000053588	A730061H03Rik	lncRNA
X	101751471	101758815	1	ENSMUSG00000073027	Dmrtc1b	protein_coding
14	45588550	45660277	1	ENSMUSG00000053205	Styx	protein_coding
19	4251749	4253242	1	ENSMUSG00000118245	Gm30082	lncRNA
19	32937531	32976613	1	ENSMUSG00000120097		lncRNA
3	142329621	142329707	-1	ENSMUSG00000098871	Mir6381	miRNA
3	142364709	142375144	1	ENSMUSG00000105317	Gbp2-ps	unprocessed_pseudogene
19	45533754	45534785	1	ENSMUSG00000120608		lncRNA
19	57311625	57349303	-1	ENSMUSG00000097785	B230217O12Rik	lncRNA
3	142370205	142371267	-1	ENSMUSG00000105170	Gm19166	processed_pseudogene
3	104303734	104419234	-1	ENSMUSG00000032913	Lrig2	protein_coding
19	15962439	15988060	1	ENSMUSG00000097557	C130060C02Rik	lncRNA
19	60132997	60160005	1	ENSMUSG00000053117	E330013P04Rik	lncRNA
11	120041388	120043167	1	ENSMUSG00000085636	Gm11769	lncRNA
10	21194987	21217956	-1	ENSMUSG00000112654	4930455C13Rik	lncRNA
11	65517220	65517329	1	ENSMUSG00000065104	Gm26128	snRNA
17	85370898	85397669	-1	ENSMUSG00000024127	Prepl	protein_coding
10	21253190	21272484	1	ENSMUSG00000037542	Aldh8a1	protein_coding
11	51152557	51172593	1	ENSMUSG00000020385	Clk4	protein_coding
6	28563489	28565360	1	ENSMUSG00000104325	Gm37321	TEC
6	28568071	28570985	1	ENSMUSG00000103132	Gm37978	TEC
6	136806925	136812450	-1	ENSMUSG00000043298	Smco3	protein_coding
16	32484041	32487015	-1	ENSMUSG00000075265	Tnk2os	lncRNA
1	59572150	59588680	-1	ENSMUSG00000099811	Gm28411	lncRNA
X	101768008	101769355	-1	ENSMUSG00000080845	Gm9115	processed_pseudogene
16	32545484	32546423	1	ENSMUSG00000098225	Gm9556	processed_pseudogene
1	59573970	59576388	-1	ENSMUSG00000101409	1700122D07Rik	lncRNA
X	101779592	101782224	1	ENSMUSG00000081716	Gm14839	unprocessed_pseudogene
16	32555015	32602754	1	ENSMUSG00000118672	Muc4	protein_coding
X	101798387	101801077	1	ENSMUSG00000081108	Gm4234	unprocessed_pseudogene
6	136824742	136825247	-1	ENSMUSG00000107899	Gm44069	TEC
1	59625717	59709993	-1	ENSMUSG00000026021	Sumo1	protein_coding
7	19683126	19683497	-1	ENSMUSG00000109281	Gm44651	processed_pseudogene
X	101821344	101823090	1	ENSMUSG00000083680	Gm9119	unprocessed_pseudogene
6	28661830	28831746	-1	ENSMUSG00000049939	Lrrc4	protein_coding
X	101837904	101840439	1	ENSMUSG00000082191	Gm5166	unprocessed_pseudogene
7	19687708	19688508	1	ENSMUSG00000070778	Rpl7a-ps8	processed_pseudogene
X	101844790	101844890	1	ENSMUSG00002075815	Gm55580	rRNA
10	21286162	21286472	-1	ENSMUSG00000112405	Fkbp1a-ps2	processed_pseudogene
X	101846569	101853548	1	ENSMUSG00000067562	Dmrtc1c1	protein_coding
7	79760552	79762382	-1	ENSMUSG00000108494	Gm45203	TEC
10	21311732	21312134	-1	ENSMUSG00000112370	Gm48385	processed_pseudogene
7	79804917	79806519	1	ENSMUSG00000108757	Gm45202	lncRNA
10	21321080	21321535	-1	ENSMUSG00000112738	Gm48386	processed_pseudogene
6	28796462	28799712	1	ENSMUSG00000103899	Gm37940	TEC
13	19577296	19579623	-1	ENSMUSG00000105848	Gm42683	TEC
10	21469044	21498275	1	ENSMUSG00000050844	1700020N01Rik	protein_coding
7	4427769	4448648	-1	ENSMUSG00000008435	Rdh13	protein_coding
6	65648574	65689310	1	ENSMUSG00000049001	Ndnf	protein_coding
13	19596970	19597418	1	ENSMUSG00000104959	Gm18131	processed_pseudogene
13	19346206	19377728	-1	ENSMUSG00000105715	Gm31887	lncRNA
16	32597793	32617805	-1	ENSMUSG00000035638	Muc20	protein_coding
13	23715220	23715689	1	ENSMUSG00000060981	H4c8	protein_coding
19	7242542	7243698	1	ENSMUSG00000120626		lncRNA
19	5777176	5782483	1	ENSMUSG00000089766	Gm16538	lncRNA
10	21562310	21583339	1	ENSMUSG00000056716	Gm5420	lncRNA
13	23718076	23718474	1	ENSMUSG00000061991	H2ac10	protein_coding
19	40717881	40718748	-1	ENSMUSG00000120685		lncRNA
19	5355901	5357542	-1	ENSMUSG00000118263	Gm42064	lncRNA
13	23718284	23718424	-1	ENSMUSG00002076445	Gm55640	miRNA
13	23719592	23720121	1	ENSMUSG00000099517	H3c8	protein_coding
6	29022618	29022690	1	ENSMUSG00000065469	Mir129-1	miRNA
19	5073126	5074010	-1	ENSMUSG00000120690		lncRNA
6	65734920	65735306	1	ENSMUSG00000082115	Gm15490	processed_pseudogene
19	5456436	5456657	-1	ENSMUSG00000120167		lncRNA
19	11339614	11341382	1	ENSMUSG00000100392	Gm28935	lncRNA
10	21619766	21622905	1	ENSMUSG00000099749	Gm29323	lncRNA
13	23725884	23727562	-1	ENSMUSG00000114456	H2bc9	protein_coding
6	136825449	136834731	-1	ENSMUSG00000030217	Art4	protein_coding
10	21706398	21720750	-1	ENSMUSG00000097107	Platr6	lncRNA
13	23728222	23729482	1	ENSMUSG00000100210	H3c7	protein_coding
1	162398084	162426653	1	ENSMUSG00000026696	Vamp4	protein_coding
19	5895651	5901416	1	ENSMUSG00000043488	Frmd8os	lncRNA
10	21754683	21754791	-1	ENSMUSG00000080607	Gm23839	snoRNA
10	21758083	21875802	1	ENSMUSG00000019970	Sgk1	protein_coding
13	23735432	23735822	-1	ENSMUSG00000069274	H4c6	protein_coding
19	6927795	6928890	-1	ENSMUSG00000120718		lncRNA
9	45324771	45325388	-1	ENSMUSG00000111186	Gm48135	TEC
19	11364114	11365137	-1	ENSMUSG00000120733		lncRNA
9	45327924	45343028	-1	ENSMUSG00000097074	4833428L15Rik	lncRNA
X	101861968	101863680	1	ENSMUSG00000082783	Gm9126	unprocessed_pseudogene
16	32625130	32630847	-1	ENSMUSG00000094430	Smbd1	protein_coding
19	46677950	46678570	-1	ENSMUSG00000120748		lncRNA
X	101874556	101877410	1	ENSMUSG00000081240	Gm16511	unprocessed_pseudogene
19	27236409	27239768	-1	ENSMUSG00000117692	Gm50114	lncRNA
X	101881761	101881861	1	ENSMUSG00002075832	Gm55581	rRNA
13	23737436	23744860	1	ENSMUSG00000052565	H1f3	protein_coding
X	101891245	101898222	-1	ENSMUSG00000067561	Dmrtc1c2	protein_coding
19	25070230	25073900	-1	ENSMUSG00000120776	Gm34235	lncRNA
6	65745528	65756233	-1	ENSMUSG00000085689	Gm16838	lncRNA
19	29044636	29075918	1	ENSMUSG00000118038	Gm9895	lncRNA
9	61823187	61854056	-1	ENSMUSG00000032254	Kif23	protein_coding
13	23745708	23746543	-1	ENSMUSG00000069273	H3c6	protein_coding
14	45613791	45642370	-1	ENSMUSG00000037722	Gnpnat1	protein_coding
16	32627853	32631576	1	ENSMUSG00000097256	Gm26769	lncRNA
6	29060219	29073876	1	ENSMUSG00000059201	Lep	protein_coding
13	23754691	23755394	-1	ENSMUSG00000069272	H2ac8	protein_coding
16	32642073	32698136	-1	ENSMUSG00000035629	Rubcn	protein_coding
13	23754900	23755037	1	ENSMUSG00002075675	Gm55642	miRNA
13	23755570	23756187	1	ENSMUSG00000058385	H2bc8	protein_coding
13	23757910	23758370	-1	ENSMUSG00000069268	H2bc7	protein_coding
19	5456768	5472875	1	ENSMUSG00000086938	4930481A15Rik	lncRNA
13	23758555	23759126	1	ENSMUSG00000071478	H2ac7	protein_coding
7	4444919	4445014	-1	ENSMUSG00002076796	Gm55952	miRNA
7	4448696	4474284	-1	ENSMUSG00000091177	Gm15494	lncRNA
4	95450068	95450396	-1	ENSMUSG00000093492	Gm20651	processed_pseudogene
13	23758890	23759027	-1	ENSMUSG00002076162	Gm55643	miRNA
7	19699337	19725029	1	ENSMUSG00000070777	Ceacam20	protein_coding
13	23759937	23761185	1	ENSMUSG00000099583	H3c4	protein_coding
4	95855477	95913650	1	ENSMUSG00000028572	Hook1	protein_coding
13	23765581	23766718	1	ENSMUSG00000061482	H4c4	protein_coding
6	29113440	29113605	-1	ENSMUSG00000064436	Gm25589	snRNA
6	136849433	136852821	-1	ENSMUSG00000030218	Mgp	protein_coding
X	101899897	101899997	-1	ENSMUSG00002076786	Gm55582	rRNA
X	101902792	101911577	-1	ENSMUSG00000032894	1700031F05Rik	protein_coding
13	23767653	23805107	-1	ENSMUSG00000047246	H2bc6	protein_coding
19	29442150	29500572	-1	ENSMUSG00000097855	A930007I19Rik	lncRNA
13	23804612	23806541	-1	ENSMUSG00000051627	H1f4	protein_coding
13	23804713	23805032	-1	ENSMUSG00000080741	Gm11398	transcribed_unprocessed_pseudogene
13	23847004	23847107	1	ENSMUSG00000084753	Gm22452	snRNA
13	23865450	23867931	-1	ENSMUSG00000069270	H2ac6	protein_coding
6	136884309	136899178	-1	ENSMUSG00000030219	Erp27	protein_coding
13	23866528	23866635	-1	ENSMUSG00002075663	Gm55645	rRNA
13	23867518	23867655	1	ENSMUSG00002076196	Gm55646	miRNA
X	101924135	101925860	-1	ENSMUSG00000084397	Gm9133	unprocessed_pseudogene
13	23868182	23876891	1	ENSMUSG00000018102	H2bc4	protein_coding
X	101946822	101952293	-1	ENSMUSG00000031323	Dmrtc1a	protein_coding
19	11447462	11461994	-1	ENSMUSG00000099757	BE692007	lncRNA
13	23881618	23882437	-1	ENSMUSG00000060678	H4c3	protein_coding
19	8751900	8753092	1	ENSMUSG00000120814		lncRNA
19	5896372	5896647	-1	ENSMUSG00000120816		lncRNA
13	23879797	23880708	1	ENSMUSG00000036211	H1f6	protein_coding
19	56729045	56735345	-1	ENSMUSG00000117696	Gm50100	lncRNA
3	104316477	104324851	1	ENSMUSG00000104768	Gm38412	lncRNA
7	95820453	96560300	1	ENSMUSG00000048078	Tenm4	protein_coding
13	8883135	8884408	-1	ENSMUSG00000114094	Gm48375	TEC
6	112596811	112673647	-1	ENSMUSG00000030254	Rad18	protein_coding
13	8920377	8922141	1	ENSMUSG00000113589	Gm48374	TEC
3	104324929	104325643	-1	ENSMUSG00000106453	Gm9273	processed_pseudogene
19	4489031	4499001	1	ENSMUSG00000087132	A930001C03Rik	lncRNA
13	8934950	8935859	-1	ENSMUSG00000113245	Gm48574	TEC
3	104377976	104384046	-1	ENSMUSG00000105304	Gm43696	lncRNA
13	8971372	8971474	-1	ENSMUSG00002075315	Gm55101	miRNA
3	104406636	104408923	-1	ENSMUSG00000104973	A530041M06Rik	lncRNA
13	8990372	8991013	-1	ENSMUSG00000061988	Rpl10a-ps2	processed_pseudogene
3	104417415	104418629	-1	ENSMUSG00000105659	4930509H03Rik	lncRNA
3	104508474	104508555	-1	ENSMUSG00000118779	Gm26091	snRNA
3	104541631	104541973	-1	ENSMUSG00000106565	Gm43582	processed_pseudogene
13	8991611	8998267	-1	ENSMUSG00000021148	Gm9745	protein_coding
3	104545984	104565778	1	ENSMUSG00000032902	Slc16a1	protein_coding
13	8995081	8995215	1	ENSMUSG00000077484	Gm25274	snoRNA
19	25010493	25010965	1	ENSMUSG00000120425		lncRNA
13	8999957	9000089	-1	ENSMUSG00000118925	Gm22115	snoRNA
13	9002899	9010981	1	ENSMUSG00000033520	Idi2	protein_coding
19	11370206	11370682	1	ENSMUSG00000120878		lncRNA
19	24655542	24656139	-1	ENSMUSG00000120881		lncRNA
19	11474928	11475656	1	ENSMUSG00000120890		lncRNA
19	4345653	4346060	1	ENSMUSG00000120891		lncRNA
19	41460296	41463421	-1	ENSMUSG00000120900		lncRNA
19	14812046	14813356	1	ENSMUSG00000120901		lncRNA
11	51161262	51161516	1	ENSMUSG00002076304	Gm55882	misc_RNA
19	36192416	36241837	-1	ENSMUSG00000117990	Gm32027	lncRNA
11	65579069	65679123	-1	ENSMUSG00000033352	Map2k4	protein_coding
19	55926923	55927536	1	ENSMUSG00000120932		lncRNA
3	104550310	104553173	1	ENSMUSG00000105199	Gm43581	lncRNA
19	5845717	5852704	-1	ENSMUSG00000092341	Malat1	lncRNA
3	104553557	104554959	1	ENSMUSG00000106287	Gm43585	lncRNA
3	104568659	104571455	-1	ENSMUSG00000100188	Gm29561	lncRNA
9	102865911	102973201	1	ENSMUSG00000032548	Slco2a1	protein_coding
3	104574348	104577326	-1	ENSMUSG00000101641	Gm29560	TEC
3	104608186	104608275	1	ENSMUSG00000089452	Gm24223	snRNA
17	85397980	85766016	1	ENSMUSG00000071037	Camkmt	protein_coding
3	104613901	104618226	1	ENSMUSG00000100466	Gm29572	TEC
3	104660043	104660481	-1	ENSMUSG00000089999	Gm6485	transcribed_processed_pseudogene
19	45737947	45740756	1	ENSMUSG00000087367	Gm15491	lncRNA
3	104660439	104680586	-1	ENSMUSG00000105195	Gm43584	lncRNA
19	46292020	46294075	-1	ENSMUSG00000118087	4833438C02Rik	lncRNA
3	142406812	142452631	1	ENSMUSG00000040213	Kyat3	protein_coding
13	9005968	9006100	-1	ENSMUSG00000119737	Gm23923	snoRNA
13	9016741	9018118	1	ENSMUSG00000113466	Gm48649	unprocessed_pseudogene
19	36092614	36096252	1	ENSMUSG00000120701		lncRNA
13	8935537	8942487	1	ENSMUSG00000058258	Idi1	protein_coding
19	58807294	58810372	1	ENSMUSG00000120555		lncRNA
19	53449016	53451221	1	ENSMUSG00000097779	4833407H14Rik	lncRNA
19	21691210	21702235	1	ENSMUSG00000121016		lncRNA
19	9876988	9880035	1	ENSMUSG00000118100	Gm50340	lncRNA
14	45642297	45642417	-1	ENSMUSG00002075002	Gm55368	miRNA
19	10718311	10763407	1	ENSMUSG00000067577	A430093F15Rik	lncRNA
14	45680211	45684530	-1	ENSMUSG00000115209	Gm34250	lncRNA
14	45696252	45767575	-1	ENSMUSG00000037712	Fermt2	protein_coding
17	46608347	46614197	1	ENSMUSG00000047428	Dlk2	protein_coding
X	101952511	101953257	1	ENSMUSG00000079476	1700011M02Rik	protein_coding
X	101971978	101972700	1	ENSMUSG00000109745	1700018G05Rik	protein_coding
X	102023494	102024251	1	ENSMUSG00000081986	Gm14841	processed_pseudogene
19	36544889	36683041	-1	ENSMUSG00000087579	Hectd2os	lncRNA
X	102041646	102041851	-1	ENSMUSG00000083775	Gm14837	processed_pseudogene
X	102047330	102048637	-1	ENSMUSG00000081779	Gm21998	processed_pseudogene
X	102057304	102057993	1	ENSMUSG00000084842	Pabpc1l2b	processed_pseudogene
11	65625559	65625658	-1	ENSMUSG00000076460	Mir744	miRNA
X	102081230	102081974	1	ENSMUSG00000080774	Gm9143	processed_pseudogene
11	78904266	79037233	-1	ENSMUSG00000018334	Ksr1	protein_coding
1	59665739	59665823	1	ENSMUSG00002075401	Gm55879	misc_RNA
1	59685359	59687230	-1	ENSMUSG00000103821	D430013B06Rik	TEC
1	162455926	162456636	-1	ENSMUSG00000091743	Gm5705	processed_pseudogene
X	102110274	102110786	-1	ENSMUSG00000086524	Pabpc1l2a	processed_pseudogene
1	59712400	59712784	1	ENSMUSG00000101400	Gm29596	processed_pseudogene
X	102119525	102120831	1	ENSMUSG00000084341	Gm3928	processed_pseudogene
1	162466724	162477262	1	ENSMUSG00000026697	Myoc	protein_coding
X	102126609	102126856	1	ENSMUSG00000081567	Gm14838	processed_pseudogene
X	102206716	102209013	-1	ENSMUSG00000048949	Gm6206	processed_pseudogene
13	76532259	77179929	1	ENSMUSG00000021596	Mctp1	protein_coding
X	102226577	102355388	-1	ENSMUSG00000031325	4930519F16Rik	transcribed_unitary_pseudogene
1	162474762	162485788	-1	ENSMUSG00000091060	Myocos	protein_coding
9	102869094	102869415	1	ENSMUSG00002076769	Gm55788	misc_RNA
9	102888616	102888719	-1	ENSMUSG00002075362	Gm55789	rRNA
9	102899536	102899665	-1	ENSMUSG00000077438	Gm22595	snoRNA
9	102959940	102962736	-1	ENSMUSG00000110765	Gm47468	lncRNA
9	61860763	61934138	-1	ENSMUSG00000032278	Paqr5	protein_coding
17	28618068	28736501	-1	ENSMUSG00000024222	Fkbp5	protein_coding
1	191269468	191307656	-1	ENSMUSG00000037474	Dtl	protein_coding
X	102227782	102230246	-1	ENSMUSG00000082229	Nap1l2	protein_coding
X	102271311	102271758	1	ENSMUSG00000083763	Gm9050	processed_pseudogene
X	102279731	102280249	1	ENSMUSG00000080886	Gm14847	processed_pseudogene
X	102330773	102332576	-1	ENSMUSG00000098023	Gm19200	processed_pseudogene
12	18111968	18114868	1	ENSMUSG00000113642	Gm49329	transcribed_unprocessed_pseudogene
X	102342716	102343580	1	ENSMUSG00000083805	Gm14848	processed_pseudogene
14	45698820	45699102	-1	ENSMUSG00002074854	Gm55371	misc_RNA
3	104674722	104689156	-1	ENSMUSG00000055865	Tafa3	protein_coding
14	45722102	45729542	-1	ENSMUSG00000115275	9630050E16Rik	TEC
X	102362717	102363171	1	ENSMUSG00000083711	Gm3931	processed_pseudogene
X	102365004	102374198	1	ENSMUSG00000031326	Cdx4	protein_coding
14	45767815	45800390	1	ENSMUSG00000115324	4930527F14Rik	lncRNA
12	17950735	18115611	1	ENSMUSG00000121307		lncRNA
9	61927876	61927968	1	ENSMUSG00002075495	Gm55790	misc_RNA
9	102988986	103062475	1	ENSMUSG00000032549	Rab6b	protein_coding
14	45778630	45781024	-1	ENSMUSG00000115846	Gm41144	lncRNA
13	76587450	76587789	1	ENSMUSG00000114293	Gm48078	processed_pseudogene
X	102380436	102380859	1	ENSMUSG00000081280	Gm9516	processed_pseudogene
13	76752438	76752569	-1	ENSMUSG00000119468	Gm24519	snoRNA
X	102400082	102439698	1	ENSMUSG00000031327	Chic1	protein_coding
14	45783865	45795787	-1	ENSMUSG00000115702	Gm5206	transcribed_processed_pseudogene
12	17983419	17988884	1	ENSMUSG00000113536	Gm49327	transcribed_unprocessed_pseudogene
13	76832101	76832552	-1	ENSMUSG00000096216	Gm21959	processed_pseudogene
13	76844738	76846029	1	ENSMUSG00000090027	Gm15740	processed_pseudogene
13	77083282	77083950	1	ENSMUSG00000090119	Gm8185	processed_pseudogene
14	45789295	45791859	-1	ENSMUSG00000115391	Gm49123	lncRNA
3	142449422	142450442	-1	ENSMUSG00000086561	Gm15540	lncRNA
13	41244906	41245199	1	ENSMUSG00000114385	Gm48344	processed_pseudogene
14	45801291	45835969	1	ENSMUSG00000085913	Gm15601	lncRNA
3	104688372	104693334	1	ENSMUSG00000002228	Ppm1j	protein_coding
13	41254903	41264511	-1	ENSMUSG00000021362	Gcm2	protein_coding
14	45802988	45823577	1	ENSMUSG00000115553	Gm49124	lncRNA
12	17983165	17989629	1	ENSMUSG00000121309		lncRNA
12	20714518	20719934	1	ENSMUSG00000116635	Gm49699	transcribed_unprocessed_pseudogene
14	55797463	55807522	1	ENSMUSG00000022214	Dcaf11	protein_coding
4	95915771	95965783	-1	ENSMUSG00000028571	Cyp2j13	protein_coding
19	8700801	8703811	1	ENSMUSG00000108414	Snhg1	lncRNA
12	20716342	20720195	1	ENSMUSG00000121316		lncRNA
9	102997567	103000040	1	ENSMUSG00000102461	Gm37166	TEC
12	20865347	20865472	-1	ENSMUSG00000091071	1700030C10Rik	transcribed_unprocessed_pseudogene
9	61964530	62029937	-1	ENSMUSG00000032252	Glce	protein_coding
12	20864258	20865728	-1	ENSMUSG00000121317		lncRNA
X	102425563	102426775	-1	ENSMUSG00000097953	Gm26952	lncRNA
12	20924126	20927072	-1	ENSMUSG00000085642	3110053B16Rik	transcribed_unprocessed_pseudogene
X	102458073	102468186	1	ENSMUSG00000031329	Tsx	protein_coding
13	41267783	41327827	1	ENSMUSG00000038651	Sycp2l	protein_coding
12	20925641	20971263	-1	ENSMUSG00000121318		lncRNA
